title,summary,can_read
"Journeying with Jesus: as the days go by in that dormant land where rest the ashes of patriarchs, prophets and kings of whom the world was not worthy.","A rather pedestrian account, laden with religious quotation and discussions on how to relate the present state of Egypt to Biblical prophecy (“Yet the great intelligence of ancient Egypt did not preserve its sons from gross moral corruption, and no worldly wisdom was able to provide against the descending arm of judgement,” p. 83). Arranged in the form of a sermon with the descriptive passages as glosses on the Biblical text. An interesting passage occurs when Elsey tells how he had meant to book passage in Cairo on the Titanic, but was unable to after hearing of its disaster.",false
Journeys by land and sea: a visit to five continents.,"On an around-the- world trip, Tenney visited Suez, Cairo, and Alexandria before continuing on to the Holy Land. Brief account. Illustrated.",true
"Kairo, Bagdad, Konstantinopel: Wanderungen und Stimmungen.","A basic account of the Fayyum, Cairo, and Port Said on Hoffmeister's trip through the Levant. Illustrated with photo- graphs.",false
"L' Orient: or, A journal of my tour in the East, March Ist-June 30th,","Visiting Port Said, Suez, Cairo, and Alexandria, on his way to the Holy Land, Walker gives a basic account of the sights.",false
L'Egypte et la Nubie,No info. CITED IN MET. CAT.,false
"La derniere Egypte. Texte et dessins par L.L., peintre du departe- ment de la Marine. Edition ornee du portrait de I'auteur par Edouard Detaille.",No info. CITED IN HILMY.,false
La mort de Philae.,"Using the pseudonym Pierre Loti, Viaud wrote one of the more popular books on Egypt. Seeing all the sights from Cairo to Aswan, Viaud is highly critical of the British (the French title refers to the drowning of the temple of Philae by the British dam at Aswan). ""Et, des que notre barque a passe au-dessins du sevil sacre, les bateliers interrompant leur chanson, poussent en suprise le cri nouveau qu'on leur a appris a I'usage des touristes: Hip! hip!",false
La nouvelle Egypte.,No info.,true
La route des Indes sauvee par la France.,No info ^,false
La route des Indes sauvee par la France.,A French account of the Suez campaign of the First World War. Illustrated with drawings.,false
La sonrisa de la esfinge.,"Visiting just Cairo and Luxor, Gomez Carrillo, a Guatemalan journalist, critic, and novelist, gives a good account of the sights, people, and Islamic art. ""En el Cairo, como en todas partes, los barrios mas pintorescos y mas poeticos son los mas antiquos, los mas poblados de ruinas. Claro que esto los cicerones no lo saben,"" p. 34.",false
Le Caire.,"The ""Ancien Conseiller a la cour d'appel du Caire,"" Minnaert gives a very detailed account of the justice system of Egypt. Good account of the Europeans and their lifestyle in Egypt. Illustrated with photographs.",true
Le mirage oriental.,No info.,false
"My diary during a foreign tour: in Egypt, India, Ceylon, Australia, New Zealand, Tasmania, Fiji, China, Japan, and North America, New Zealand, Tasmania, Fiji, China, Japan, and North America, in 1881-2",A very brief account of Cairo and the Suez Canal as Ryland stops off in Egypt as part of his around-the-world trip. Traveled with R.A. Fitch.,false
Leaves from an officer's,"Soldier and poet, Crawshay- Williams describes British troop life in wartime Egypt. The terrible conditions for troops facing the German-supplied Turks are fully described by the literate (and literary) Crawshay- WiUiams. Though most of his time was spent in military operations, Crawshay- Williams did have some time to visit the historical sights. Near Aswan, in a bit of gruesome humor during wartime, Crawshay- WiUiams and his troops discover a cache of mummies which they proceed to keep as souvenirs and send home to England. A photo of Crawshay- WilUams' mummy propped up in the desert is included. Crawshay-WilUams visits Karnak, the Valley of the Kings and other sites, commenting on the great heat. Shipping out of Egypt to the Sinai to meet ""Johnny Turk,"" the harsh conditions turn worse when actual battles take place. A fascinating account interspersed with the poems of Crawshay- Williams and Rupert Brooke on the horrors of war.",true
"Les Voyageurs canadiens a I'expedition du Soudan; ou, Quatre- vingt-dix jours avec les crocodiles Lettres revues, corrigees et augmentees de notes inedites sur I'expedition du Soudan; d'un resume des us et coutumes de I' Egypte; contenant un autographe du","A fascinating account of Canadians coming to the support of the British in Africa during Gordon's campaign. A collection of letters by Labat and others (a list of those who served is included); Labat also includes an introduction that describes the conditions they met with in Egypt. "". . . . Luxor! . . Beaucoup de choses a voir, mais peu a noter. II fait nuit. Les souvenirs historiques aidant,, imitons cuvier reconstituant un mastodonte par la decouverte d'un os minuscule,"" p. 94.",false
Letters from across the,"Finney's first trip to Egypt was in 1893 with his wife. This collection of letters written to his grown children is quite personal, with many references to matters at home and friends seen abroad. With Baedeker in hand, Finney takes a steamer up the Nile, visiting all the sights and commenting on how they have changed in the last fourteen years. Near Aswan, he gives a good account of the building (then still going on), of the first Aswan Dam. In Cairo, he visits mosques, the Islamic Museum, and the Zoo. An interesting account by the ""average"" nonliterary traveler writing with no apparent plan of publication.",true
Letters from Egypt and Palestine.,"""Cairo is tinsel and tawdriness after the majesty of Thebes, and her most enduring works seem like the painted flies and pasteboard properties of a passing show,"" p. 41. Visiting Port Said, Cairo, and Luxor, Babcock made just a brief stop in Egypt. Illustrated with photographs.",true
Letters from Egypt and the Soudan.,"A collection of letters written to his father by a member of the British forces in Egypt and the Sudan. A bit jingoistic, some appeared in British newspapers. ""The natives of Cairo who have hitherto drawn their impressions of the average Englishman from Cook's tourists and the dolce par niente gentlemen who lounge up the Nile, must be rather astonished at the swarms of bronzed and travel-stained warriors who are now crowding their streets,"" p. 16 (17 September 1882).",false
"Letters from the East, in the spring of 1882.","Basic account of Port Said, Cairo, and Alexandria.",false
Letters from the Holy Land.,"In the form of letters to the author's mother. Begins with Butler's leaving Alexandria on her way out of Egypt. Includes a description of Port Said (""What a hideous place is this! And this is the Venice that modern commerce has conjured out of the sea. Truly typical! As I look at the deep ranks of steamers lining the Canal mouth, begrimed with coal-dust and besmirched with brown smoke, I might be at the Liverpool Docks, so much is the light of the Land of Light obscured by their fires,"" p. 243. A few more scattered remarks about Egypt, and the rest of the book deals with the Holy Land.",true
Letters of Lizzie McMillan.,"In these letters to her father and husband, McMillan gives a good, basic account of her group tour to Egypt, through Alexandria, Cairo, Luxor and the Nile to Aswan. On her way back, she stayed in Cairo for a month and then continued on to Alexandria.",true
Letters of travel,"Visiting Port Said and Cairo, Kipling gives a brief account of Egypt. ""The Swiss are the only people who have taken the trouble to master the art of hotel-keeping. Consequently, in the things that really matter — beds, baths, and victuals — they control Egypt,"" p. 268. An entertaining account.",true
"Letters of travel in Europe, Egypt and Palestine.","First appearing in the Gettysburg Compiler, Boll has written a good account of Egypt in the genre of “letters to the home paper.” Visits Alexandria, Cairo and Luxor. Includes much on the history of Egypt.",false
Letters written during foreign travel.,"On his first trip to Egypt, Allen visited Alexandria, Cairo, Luxor, and the Nile to Aswan. On the second trip, in 1912, he made the same trip, but added Port Said, and traveled further into Nubia. A basic account. ""We went to Gizah to-day to see the Pyramids. We went there by electric tram! An elderly American was in the car with us, one of those people who excite your wonder as to why they travel at all,"" p. 41. Illustrated with photographs.",false
L’Egitto antico e moderno,No info. CITED IN HILMY.,false
L’Egypte. Notes d’un resident franqais. Edited by A. Ganeval.,No info. CITED IN HILMY.,false
"Meine reise nach Jerusalem, skizzen aus Agypten und Paldstina von rabbiner dr. Armand Kaminka.","A basic account of Alexandria, Cairo, and Port Said as Kaminka traveled on to the Holy Land.",false
"Mentone, Cairo and Corfu.","Describing first her trip from Alexandria to Cairo, Woolson goes on to give an excellent account of the sights in and around Cairo. ""The large modern cafe's of Cairo are imitative of the cafe's in Paris. They are uninteresting save that one sees under their awnings, or at the little tables within the stambouline [government official] in all its glory and ugliness,"" p. 207. Illustrated with photographs and engravings. First appeared in Harpers Magazine.",true
Min resajorden rundt.,"Visited Port Said, Cairo, Luxor, and Alexandria as part of an around-the- world trip. UNREAD.",false
Minnen och bilderfran Bibelns lander.,"A detailed account of Port Said, Suez, and Cairo. In Danish. Illustrated with photographs.",false
"Missionary journeys through Bible lands; Italy, Greece, Egypt, Palestine, Syria, Asia Minor and other countries, including a","A very brief account of Egypt (Alexandria and Cairo — skipping the Pyramids), as Smith goes on to visit the Holy Land. Illustrated with photographs.",true
"Mount Seir, Sinai and West Palestine. Being a narrative of a scientific expedition. With maps and illustrations.","""Next in interest to the Pyramids we may place the Museum of Antiquities at Cairo, a collection of surpassing interest and variety, illustrative of ancient Egyptian art, collected mainly through the instrumentality of Mariette Bey,"" p. 23. A good account of Egypt. Mostly concerned with the Sinai, but some on Egypt proper. Hull, working for the Palestine Exploration Fund, visited Port Said, Alexandria, and Cairo in addition to the Sinai.",false
My diary; an account of a five months' holiday in 1883 and 1884.,"Very matter-of-fact diary account filled with daily facts such as temperatures and travel times. Burt carefully measured his cabin on the dahabea and includes this along with numerous other mundane facts. He was very interested in measuring the antiquities also. While shopping in Aswan, he ""bought a Soudan ebony club, some short grey ostrich feathers, a Nubian matron's entire costume which, when rolled up, looks like a gigantic shining brush, a courbash or riding or hiding whip made of rhinoceros hide, and some shells for necklaces,"" p. 54.",false
My journey from Rhodesia to Egypt.,A brief account of Egypt as Kassner travels from Central Africa to the Mediterranean. Illustrated with photographs.,true
"My journey to Jerusalem: including travels in England, Scotland, Ireland, France, Belgium, Germany, Holland, Switzerland, Italy, Greece, Turkey, Palestine, and Egypt.","On a trip to the Holy Land, Hubbell visited Port Said, Cairo and Alexandria. Brief account that first appeared in the New Haven Daily Journal and Courier. Illustrated.",true
"My six years with the Black watch, 1881-1887; Egyptian campaign, eastern Soudan, Nile expedition, Egyptian frontier field force (including a study of General Charles G. Gordon and his commission from the British and Egyptian governments to Khartoum).","A Scotchman who joined the Black Watch regiment in 1881, was immediately sent to Egypt. Describing the events of 1882-83 when a much more well-known (General) Gordon was in so much trouble in the Sudan, with great detail and vigor from a common soldier’s viewpoint, Gordon writes a good book. Though he includes the necessary battle scenes, there is much pure description: “In Egypt, it will be remembered, the interval between day and night is so brief that there is scarcely any dawn or twilight,” p. 51. Illustrated with photographs.",false
My trip to the Orient.,"At the age of 75, Simmons gives a well-written, awe-filled account of Cairo and Alexandria. Brief. Illustrated with photographs.",true
My trip to the Orient.,"White visited Alexandria and Cairo in her trip to Egypt. This, the first edition of the work varied little from the later edition.",true
Mysteries of the Libyan Desert; a record of three years of exploration in the heart of that vast & waterless region.,"Traveling in a well-organized expedition to the Libyan desert to gather information for the Royal Geographic Society, King meets with the natives, has various adventures, all told in a style very reminiscent of the National Geographic Magazine. Illustrated by photographs taken by the author.",false
Nach Aegypten und dem heil. Land. Tagebuchblatter. Mitt 24 Abb. in Lichtdr.,No info. CITED IN HILMY.,false
New Egypt.,"Entertaining, highly professional account of Egypt by a seasoned travel writer. “To understand Egypt, to describe in a single volume its past glorious but in ruins, its present full of energy and work, its future of hope and promise, is humanly impossible. ‘New Egypt’ has not been written for my Egyptian friends, for those who know the land,” p. xiv. Illustrated with photographs taken from other sources.",true
"Rambles through Europe, the Holy Land and Egypt.","A brief account of Port Said, Cairo, and Alexandria that covers mostly historical subjects.",true
"New York to the Orient. A series of letters writing a brief trip through Europe to Palestine, returning via Egypt, Italy, France, and England.","A brief visit to Port Said, Cairo and Alexandria. First appeared as letters in the Yankee Gazette.",true
Nile to Aleppo with the Light-horse in the Middle-East.,"An account of the Light Horsemen of Australia and their contribution to the British war effort in Egypt. A fascinating, well-done account, with a great deal of personal anecdotes of travel. Illustrated by James McBey (q.v.).",true
Notes for the Nile: together with a metrical rendering of the hymns of ancient Egypt and of the precepts of Ptah-hotep (the oldest book in the world).,"Beginning his account with some precepts for potential travelers, Rawnsley continues his trip up the Nile, seeing the usual sights and visiting with Flinders Petrie and Emile Brugsch. A good account by a traveler who visited nothing but the antiquities. ""But, thought I, surely this is not the Theban plan. 'The City of the Hundred Gates' that Homer sang of, was, surely, set round by hills; and here, though it is true that the mountain ranges are visible right and left, there is no circling barrier to keep the world of foes without, the might of wealth within,"" p. 163. Rawnsley ends the book with a translation of some Egyptian hymns.",true
Notes of a holiday tour round the world in 1883-4.,A short description of Alexandria and Suez as Cowderoy stops in Egypt on an around-the-world trip. Mentions the troubles in Sudan at the time.,true
Notes of a trip around the world in 1894 and 1895.,"On an around-the-world trip. Parsons visits Suez, and went up the Nile from Cairo to Aswan. Visited Emile Brugsch (q.v.) and saw the funeral of Ismail Pasha. Had visited once before in 1868. Illustrated with photographs.",true
Notes on my journey round the world.,"On an around-the-world trip, Rockley visits Suez, Cairo and Alexandria. Very brief account. ""Cairo has nowadays become so fashionable and familiar that anything more than a passing notice of it will soon be as superfluous as a description of Paris,"" p. 195.",true
Notes on travels including a trip around the world by way of Australia.,A brief account of Johnson's visit to Port Said and Cairo as part of an around-the-world trip. Illustrated with photographs.,true
"O'er oceans and continents with the setting sun 1st series: Chicago, San Francisco, Hawaiian Islands, Japan, China, the Philippines.","""We were accordingly not a little disgusted to find, that these ancient monuments [the Pyramids] are now in the hands of speculators, who have erected a ticket office near by and force the tourists to engage three guides apiece,"" p. 193. Blatter, a priest who wrote these travel tales under the pseudonym Fiscar Marison to raise money to publish an English translation of Civdad de Dios, gives a good account of the Pyramids. He also visited the Suez Canal area while on an around-the- world trip. Illustrated with photographs.",false
The rulers of the Mediterranean.,"Basic account of the sights, backed by facts, of Port Said and Cairo. Illustrated with photographs and drawings.",true
On either side of the Red sea.,"A collection of letters written by three sisters (Hannah, etc.), and introduced and edited by their father and fellow traveler, E.N. Buxton. They were printed primarily to illustrate the photographs, ""taken with an ordinary Kodak,"" and reproduced by the Swan Electric Engraving Company. Travehng from Cairo to Luxor, with a side trip to the Sinai, they see the usual sights in the typical British manner. The letters have a very ""young girl"" sound to them: ""I think the monks must have thought us most flippant and disrespectful. We peered at them through the doors, and climbed the garden walls to have a look in,"" p. 129.",true
On the Anzac trail; being extracts from the diary of a New Zealand sapper.,"Told by an anonymous ANZAC (perhaps written for propaganda purposes and not a real account). There are many patriotic sections of this book. Still, it includes a quite interesting account of Alexandria and Cairo.",true
On the desert: with a brief review of recent events in Egypt.,A good description of Cairo in 1882 and the desert trip to the Sinai. Field also visited Alexandria. Field had visited before in 1875.,true
On the Nile in 1901.,"Page, in the pages of his journal, describes a mix of the social life of the tourist and the antiquities passing by him. Traveling from Cairo to Wadi Haifa, Page, a local color writer of some note and later ambassador to Italy (1913-19), gives a basic account of the usual sights: ""Having made such good time we were all in good spirits, which were a little dampened by the presence of a tourist boat at the wharf, which meant poor donkeys for us, and a crowded temple,"" p. 41. Illustrated with photographs.",false
On the Nile with a camera.,"Taking the full tour, from Port Said through the Suez Canal and thence on to Cairo, Fayyum, and up the Nile to Wadi Haifa, Wilkin covers most of Egypt. Besides the usual tombs and temples, he also covers an ostrich farm near Heliopolis and the recent excavations of Deir el Bahri. The photos are basic, but do include some interesting sights, such as Egyptian gunboats. “. . . though a large number of tourists pursue the black art in the Nile valley, comparatively few are lucky enough to preserve tolerable photo-graphs of the places they have visited. The vicissitudes of the climate are a sure trial even to the most perfectly constructed of cameras,” p. v.",true
One way round the world.,"On an around-the-world trip, Sweetser visited Port Said and Cairo. A good, chatty account by a young girl. Traveled with her parents. Illustrated with photographs.",true
Only letters.,"Amusing and colorful letters from throughout Europe and Egypt. Spending about ten days and seven letters on Egypt, Maule stayed at Shepheard's Hotel in Cairo, finding the city to be a ""shop-worn slice of stale Paris"" except for the bazaars which were quite interesting. He takes a Cook's tour to Memphis and Saqqara, and finds it a typical ""Cookie"" with its ""usual quota of absent men; obvious aunts, and of peradventure nieces."" Fearing the Pyramids might be boring, he is certain to take a set of golf clubs.",true
"Orient sunbeams; or, From the porte to the pyramids, by way of Palestine","Visiting Alexandria and Cairo, Cox gives a good account of Egypt, with commentary on the politics and government. The book also recounts his visits with the American officer. General Stone, who was in the service of the Khedive. Illustrated.",true
Oriental Cairo the city of the “Arabian nights”.,A history of Cairo with all the sights described. Illustrated with poor photographs by the author.,true
"Rambler's travels in classic and Bible lands containing an account of ocean and sea voyages; life, art and industry in Holland, Belgium, France .","An enthusiastic, basic account of the usual sights, illustrated with a number of Biblical quotes. ""The camels were coming down the narrow streets. Turkish soldiers line the docks; the minarets of mosques were seen in all parts of the city; Bible pictures represented life in Egypt more than thirty-five hundred years ago seemed to have risen into life from out of the dead past,"" p. 231. Illustrated.",false
Oriental days.,"Doctor and Mrs. Palmer traveled to Egypt in the time of Abas Pasha, and Mrs. Palmer, in a well-told narrative, describes their trip from Alexandria and Cairo. It being too late in the season to go south, they go to Ismailia and then on to the Holy Land. Critical of the English presence in Egypt (""The English came to Egypt first with the Prayerbook, then they came with their shot-gun. The shot-gun has the call now and the poor Egyptians sigh amid the ruins of their past greatness, and must wait even for their pin-money until the English have fingered it and taken out England's interest; then the Egyptian can have the rest,"" p. 28-29), Palmer takes an interest in the hardships of the people. She also includes a reminiscence of meeting Cleopatra's Needle when it arrived in Central Park and was set up behind the Metropolitan Museum of Art in 1881.",true
Our houseboat on the Nile.,"Beginning the account in media res (in the middle of things) with the renting of the dahabeah in Cairo, Bacon describes the various troubles getting the boat, engaging the cook, and starting the trip. Along the Nile, the Bacons (Henry and Lee), see all the usual sights, traveling from Cairo to Wadi Haifa. Bacon includes quite a bit of ""boat talk"" as well as descriptions of the crew: ""Our crew wear blue jeans trousers drawn on a string, with a loose shirt of blue outside, and a waistcoat of stripped silk is allowed to hang from the shoulders,"" p. 34. Bacon apparently had a copy of Ameha Edwards (q.v.) with her as she makes constant references to A thousand miles up the Nile. Illustrated with watercolors by Henry Bacon.",true
Our journey around the world; an illustrated record of a year's,"On an around-the-world trip, Clark gives a full account of his first visit to Egypt when he visited Alexandria and Cairo. Good account of the Pyramids. Traveled with wife, Harriet Elizabeth (Abbot) Clark. Illustrated.",true
"Our tour around the world containing a description in brief letters of a tour around the world, through America, Hawaiian Islands, New Zealand, Tasmania, Australia, Ceylon, Egypt, Palestine, Italy, France and England, including ten years residence in New Zealand and Australia.","On an around-the- world trip, Floyd visits Suez, Cairo, Alexandria before continuing on to the Holy Land. Brief, general account with numerous Biblical quotes. Traveled with wife and children. First appeared in the Christian Standard of Cincinnati and the Christian Guide of Louisville. Illustrated with photographs.",true
Our trip abroad.,"Helen and Harry Willard, along with their three children, Henry Augustus, William Bradley, and Sarah Kellog take their first trip abroad which includes, after Europe, a trip to Egypt. Helen Willard's chronicle is a delightful, innocent account of Egypt: "". . .we had a second unpleasant experience with careless and reckless driving. Our driver, in crossing a car-track, pulled a wheel from our carriage. Fortunately our vehicle was a very low one; nevertheless we all tumbled out one on top of the other ..."" (p. 34). The family rides donkeys and camels and visit all the sights as far south as Aswan. Illustrated with entertaining ""snapshot"" photos of the family along the route. A very entertaining book.",false
Our trip to Europe.,Very brief account of Port Said and Cairo. Simmonds took a quick Cook's tour.,true
Our year abroad: random rambles in the old world.,"Perkins gives a sprightly account of the usual sights in Alexandria, Cairo, and Luxor. Illustrated with photographs and pen-and-ink drawings.",true
Out of Egypt.,"""Therefore: This book is neither a guide book nor a history, but a series of essays combining the descriptions incident to the Nile journey, with historical sequences and religious significance, in an endeavor to progressively reveal the development of Egypt and its place in the development of the world,"" p. 7-8. A well- written book of the author's trip from Alexandria to Aswan and a good example of the Biblical-Egyptology school of travel writer.",true
Over the Holy Land.,"Brief account of Ismailia, Suez, and Port Said as Wylie makes his way to the Holy Land. Illustrated.",false
Pages in azure and gold; the letters of Miss Gardiner and Miss Quincy,"Gardiner and Quincy, both members of the Colonial Dames Society, visited Egypt on three occasions. During their first trip, in 1896, they only visited Cairo; in 1902, they traveled from Alexandria to Aswan; and in 1905-06, they traveled from Cairo to Wadi Haifa. Their letters are an entertaining account with many comments on the social life of their fellow travelers.",true
"Pen sketches; streets of Cairo, sphinx and pyramids, Bedouin wedding festival, Venetian serenade. Modern Jerusalem, Colos- seum illuminated, bazaars of Damascus, Pompeii and Vesuvius.",A brief sketch of Cairo. First appeared in the Evening Telegraph and Philadelphia Inquirer. Illustrated with sketches.,false
"Pleasant hours in sunny lands, in a tour around the world.","On an around-the-world trip, Lewis visits Port Said, Suez, Alexandria, and Cairo. Brief account. Illustrated with engravings and drawings.",true
Po Egiptu i Pales tinie.,Kartavtsov visited Alexandria and Cairo before continuing on to the Holy Land.,false
Poiezdka k piramidam.,"Mordovtsev, a travel writer and historical novelist, visited Alexandria and Cairo.",false
Poiezdka na Vostok.,"Bartenev visited Alexandria, Cairo and traveled up the Nile.",false
Present-day Egypt.,"A well-illustrated (with photographs, and paintings and drawings by Robert Talbot Kelly and Paul Philippoteaux) account of Egypt by the diplomatic agent and Consul-General to Egypt for the United States. Includes a history of Egypt and an excellent description of Cairo and story of the Suez Canal. A good book by someone who really knew and loved Egypt, but was not blind to its faults: ""No picture of Cairo that does not include the soldier can be considered complete, for the military aspect of the city is in almost aggressive evidence,"" p. 52.",true
Prikliucheniia i vpechatlieniia,"Kign visited Alexandria, Cairo and traveled up the Nile to Luxor.",false
"Puteshestvie na Sinai v 1881 godu: iz putevykh vpechatlienii: drevnosti Sinaiskago monastyria. Odessa: Tip. P.A. Zelenago,","An art historian and bibliophile, Kondakov visited Alexandria, Cairo, and the Sinai along with a photographer, M. Raoul with the plan to publish a book on the manuscripts of the Sinai monasteries. ",false
Pyramids and progress: sketches,More of a guidebook. Includes descriptions of the usual antiquities as well as some interesting accounts of the modern wonders such as the Aswan Dam. Illustrated with numerous photographs and paintings.,true
Queer things about Egypt.,"Less shrill than the above, this is more of a guidebook by a professional writer. Ends with a chapter critical of Julian Viaud’s La Mort de Philae (q.v.). Illustrated with photographs.",true
Rambles in Cairo.,"A series supposed to have been written by a recovering soldier. Devonshire, in her introduction, claims the contents of the letters represent real trips she took with wounded soldiers in Cairo. The contents give a tourbook-like account of the usual sights in Cairo. The letters first appeared in Sphinx under the title ""A Convales- cent in Cairo."" Illustrated with photographs.",true
"Rambling notes of a rambling tour through Egypt, Palestine and Europe.","""Printed exclusively for private circulation among . . . friends,"" this diary account of Royce's travels from Chico, California across the United States to Egypt and the Holy Land is honestly done, and a simple account of the sights he saw daily, his illnesses, and impressions. Royce traveled up the Nile aboard the boat May- flower as far as Philae.",true
"Records of the Nile Voyageurs, 1884-1885; the Canadian Voyageur Contingent in the Gordon Relief Expedition.","An account of the Canadian Voyageurs who came to the defense of Gordon in 1884-85. Most of the book is a transcription of the diary kept by Frederick Charles Denison (1846-1896), a member of the Expedition. Stacey also includes other documents relating to the Voyageurs. An interesting account. Illustrated with photographs.",false
Reise i fire verdensdele i aarne 1881 og 1882,"Irgens-Bergh visited Alexandria, Cairo, Luxor, the Nile to Aswan and Port Said before going on to the Holy Land as part of an around-the-world trip. UNREAD.",false
Reise zur Suesfront.,"A detailed account, from the German perspective, of the military actions in Egypt during the First World War. Feldman visited only the Sinai.",false
"Reminiscences of travel in Australia, America, and Egypt.","A brief visit to Egypt (Alexandria, Cairo, Suez), including the usual sights and others such as the mission schools. A good, though brief account.",true
"Reminiscencias de viaje, anas 1902-1903.","A basic account of the usual sights in Alexandria, Cairo, Luxor, and the Nile to Aswan.",false
Reminiscencias de viajes de Francisco J. Herboso.,"A detailed account of Egypt, from Alexandria to Cairo, and then across to the Suez Canal area. Herboso was a state minister and saw the usual sights. Egypt is covered in Volume 2.",false
Romantische reise im Orient.,"A basic account of Port Said, Cairo and Alexandria. Includes a trip to the Pyramids. Illustrated with photographs.",false
Round the world in silence.,"Kent, totally deaf, made her around-the- world trip to prove a hearing-impaired person could do it. She made a brief stop in Egypt (Port Said, Cairo), told in letters. A good, chatty account. ""The Continental is one of the largest of the Cairo hotels, and as this is the height of the season, one might almost fancy oneself in England, if it were not for the Arab and French servants,"" p. 40. Illustrated with photographs.",true
"Round the world letters: five hundred and forty-two pages of charming pen pictures by the way, a graphic portrayal of scenes, incidents and adventures of a two years’ tour of the world; beautifully illustrated with fine full page engravings.","On an around-the-world tour, Bainbridge finds Cairo much improved since her previous visit in 1867. Stops only in Alexandria and Cairo. “A minute description of the four hundred mosquees of Cairo could be made to fill a volume, but when done I, for one, should have to be made to read it,” p. 338. Illustrated.",false
"Ruines et paysages d’Egypte. Paris: E. Guilmoto, 1910. 326 p.","a.    Maspero, the great archaeologist wrote a number of popular works on Egypt as well as countless scientific treatises on Egyptology. This account is full of descriptions of the antiquities and people he saw during his time in Egypt. For modern tastes, however, his account can sometimes be a bit boring; he is able to pull out an interesting anecdote now and then as in “Les Pharoans eclaires a la luminier-electrique” (chapter 17) where he describes bringing in electric lights to the tombs in the Valley of the Kings to keep out the tourists’ torches and magnesium flashes. Reprinted from a collection of articles that appeared in Le Temps, La Revue d’Orient and Le Grande Revue.",false
Sacred Palmlands or the journal of a spring tour [in Egypt and the Holy Land],,false
"Sammlung der Seit dem Jahre 1871 in Aegypten, Belgien, Dane- mark, Grossbritannien und Irland, Guatelmala, Honduras, Italien, Schweden-Norwegen, der Schweiz und Ungarn, publicirten Wechsel-Gesetze, mit Uebersetzung und Amerkungen, etc.",No info. CITED IN HILMY.,false
Sem' mesiatsev,Fonvizin visited Egypt from Cairo to Aswan before going on to the Holy Land.,false
Seventy years in archeology,"One of the great Egyptian archaeologists, early member of the Egyptian Exploration Society, and professor of Egyptology at University of London, Petrie helped define modern Egyptology. a.    Includes a biography. Excellent account of the great archaeologist’s life in Egypt. Illustrated with photographs.",false
"Sights around the world with the base ball boys Comprising most interesting sketches of the famous sights of the world as they were seen by the gay travelers on the ""round-the-world"" tour of American base ball teams.","On an around-the-world trip to promote baseball, the Chicago team and an All-Star team, the All- Americans played exhibition games all over the world. In Egypt, they visited Suez and Cairo, where they played a game at the Pyramids. ""That evening, in the hotel office the following bulletin was posted: 'Baseball at the Pyramids. — The Chicago and All- America teams, comprising the Spaulding American Baseball party, will please report in the hotel office, in uniform, promptly at ten o'clock to-morrow morning. We shall leave the hotel at that hour, camels having been provided for the All- America players and donkeys for the Chicago players, with carriages for the rest of the party. The Pyramids will be inspected, the Sphinx visited, and a game played upon the desert near by, beginning at two o'clock,"" p. 171. A fascinating account with some great photographs of the players on donkeys. Palmer covered the event for the New York Herald. Illustrated with photographs and drawings.",true
Six and one abroad.,"A good, short account of the usual sights in Alexandria, Cairo, and Port Said. Traveled with a party of Christian ministers. Illustrated with photographs.",true
Six months in Bible lands and around the world in fourteen months with fifty illustrations.,"A bit overdone account of the usual sights in Port Said, Alexan- dria, Cairo, and Luxor.",false
Sketches from a Nile steamer for the use of travellers in Egypt.,No info. CITED IN MET. CAT. Tirard was a strong supporter of Egyptology.,false
Sketches in Egypt.,"The creator of the Gibson Girl, Gibson's trip to Egypt carried him from Alexandria to Abu Simbel. In addition to his descriptions, he includes numerous illustrations of the people of Egypt. Good book, filled with witty remarks (""Cairo is the foyer of Egypt. To go to Egypt and not go up the Nile is very much like standing outside a theater and watching the audience go in, and then waiting until they come out, to glean from their conversation some idea of the play,"" p. 28) and marvelous illustrations (and yes, the Gibson Girl does show up in Egypt!).",true
"Sketches of travel: the East, the Far East and some of the by-paths thither","“In traveling one should come to the East with pockets double sewed at the bottom and very narrow at the tip. For twenty days on the Nile, the demand is $250, and for thirteen days to Bombay a like sum,” p. 109. On an around-the-world trip, Kending tours Egypt from Alexandria to Aswan, but gives only a brief, though interesting account.",false
"Skitaniia. Moscow,",Brianchaninov describes his visit to Nubia in this account. Illustrated with photographs.,false
Smiling 'round the world.,"Visiting Egypt (Port Said, Cairo) as part of an around-the-world tour. Wilder gives a brief, though entertaining and funny account of his stay. Illustrated with photographs.",true
"Some experiences of an old Bromsgrovian: soldiering in Afghani- stan, Egypt and Uganda.","Brigadier Ternan gives us his experiences in Egypt fighting the Turk in the best style of the old British war veteran. He goes into great detail on the troop movement, long-forgotten regiments and their leaders, all with a liberal dose of British miUtary lingo and soldierly good humor. A bit heavy going. Includes a photo of the author.",false
